line                  time        mass     lg(L)  lg(Teff)        1H_surf       4He_surf       12C_surf       13C_surf       14N_surf       16O_surf       17O_surf       18O_surf      20Ne_surf      22Ne_surf  26Al_surf  Mcc/Mt   lg(Teff)  lg(Md)  lg(rhoc)    lg(Tc)         1H_cen        4He_cen        12C_cen        13C_cen        14N_cen        16O_cen        17O_cen        18O_cen       20Ne_cen       22Ne_cen   26Al_cen  Omeg_surf   Omeg_cen     Rp/Req   Md/Md(0)   v_crit1   v_crit2    v_equa  Om/Om_cr  Gamma_Ed  lg(Mdot_mech)             L_tot
  9  0.200834090583863E+07   14.980924  4.302924  4.489155  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.3848  4.489155   -7.990  0.824836  7.546976  0.6512609E+00  0.3349523E+00  4.7836145E-05  1.3002274E-05  7.4433684E-03  9.7576272E-04  4.2584633E-06  3.3663479E-09  1.8681636E-03  1.2211862E-08  1.044E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.035452  0.0000000E+00  0.0000000000E+00
 10  0.222581477763840E+07   14.978677  4.307627  4.488515  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.3823  4.488515   -7.982  0.823932  7.547375  0.6431697E+00  0.3430608E+00  4.8682898E-05  1.3233865E-05  7.5626976E-03  8.3855276E-04  3.6398687E-06  2.8890155E-09  1.8673394E-03  1.3301207E-08  1.010E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.035843  0.0000000E+00  0.0000000000E+00
 11  0.244222520752228E+07   14.976397  4.312418  4.487883  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.3800  4.487883   -7.973  0.823247  7.547829  0.6349874E+00  0.3512575E+00  4.9572231E-05  1.3478047E-05  7.6617348E-03  7.2439167E-04  3.0959386E-06  2.4887183E-09  1.8665151E-03  1.4567132E-08  9.722E-06  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.036247  0.0000000E+00  0.0000000000E+00
 12  0.265805074435242E+07   14.974080  4.317091  4.487259  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.3770  4.487259   -7.965  0.822721  7.548378  0.6266860E+00  0.3595709E+00  5.0198304E-05  1.3648869E-05  7.7446042E-03  6.2903437E-04  2.6742618E-06  2.1582555E-09  1.8656855E-03  1.5895722E-08  9.337E-06  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.036644  0.0000000E+00  0.0000000000E+00
 13  0.286334820621523E+07   14.971834  4.321775  4.486674  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.3748  4.486674   -7.957  0.822514  7.548974  0.6186398E+00  0.3676267E+00  5.0732675E-05  1.3793766E-05  7.8110400E-03  5.5253428E-04  2.3361561E-06  1.8934002E-09  1.8648859E-03  1.7295203E-08  8.970E-06  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.037047  0.0000000E+00  0.0000000000E+00
 14  0.306864566807805E+07   14.969545  4.326348  4.486071  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.3719  4.486071   -7.949  0.822312  7.549607  0.6104752E+00  0.3757995E+00  5.1209626E-05  1.3922234E-05  7.8670679E-03  4.8797580E-04  2.0512591E-06  1.6700380E-09  1.8640775E-03  1.8829066E-08  8.603E-06  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.037445  0.0000000E+00  0.0000000000E+00
 15  0.327394312994086E+07   14.967211  4.331219  4.485468  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.3696  4.485468   -7.940  0.822423  7.550298  0.6021482E+00  0.3841333E+00  5.1629077E-05  1.4037359E-05  7.9145378E-03  4.3324996E-04  1.8099695E-06  1.4803614E-09  1.8632548E-03  2.0538419E-08  8.245E-06  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.037873  0.0000000E+00  0.0000000000E+00
 16  0.346871251683635E+07   14.964956  4.335668  4.484876  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.3670  4.484876   -7.932  0.822453  7.550981  0.5941246E+00  0.3921624E+00  5.1988714E-05  1.4135548E-05  7.9526553E-03  3.8926834E-04  1.6164985E-06  1.3280976E-09  1.8624626E-03  2.2314417E-08  7.911E-06  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.038269  0.0000000E+00  0.0000000000E+00
 17  0.366664032622204E+07   14.962620  4.340484  4.484255  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.3647  4.484255   -7.924  0.822669  7.551726  0.5858131E+00  0.4004787E+00  5.2503354E-05  1.4278088E-05  7.9853914E-03  3.5116506E-04  1.4344229E-06  1.1947315E-09  1.8616418E-03  2.4412710E-08  7.583E-06  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.038702  0.0000000E+00  0.0000000000E+00
 18  0.385614567563388E+07   14.960342  4.344931  4.483653  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.3621  4.483653   -7.916  0.822816  7.552561  0.5777230E+00  0.4085727E+00  5.2803002E-05  1.4360012E-05  8.0122347E-03  3.2011390E-04  1.2989566E-06  1.0871837E-09  1.8608420E-03  2.6642471E-08  7.278E-06  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.039106  0.0000000E+00  0.0000000000E+00
 19  0.404565102504571E+07   14.958021  4.349690  4.483034  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.3599  4.483034   -7.908  0.823284  7.553412  0.5694733E+00  0.4168257E+00  5.3096726E-05  1.4438875E-05  8.0351178E-03  2.9358192E-04  1.1832050E-06  9.9559292E-10  1.8600246E-03  2.9099104E-08  6.984E-06  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.039543  0.0000000E+00  0.0000000000E+00
 20  0.423041874072224E+07   14.955715  4.354155  4.482395  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.3569  4.482395   -7.900  0.823629  7.554245  0.5612738E+00  0.4250279E+00  5.3352336E-05  1.4508825E-05  8.0541527E-03  2.7149123E-04  1.0869130E-06  9.1918437E-10  1.8592100E-03  3.1665158E-08  6.707E-06  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.039958  0.0000000E+00  0.0000000000E+00
 21  0.441044882266347E+07   14.953427  4.358688  4.481778  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.3552  4.481778   -7.892  0.824205  7.555207  0.5531391E+00  0.4331650E+00  5.3603997E-05  1.4576232E-05  8.0699592E-03  2.5308418E-04  1.0060948E-06  8.5547451E-10  1.8583990E-03  3.4600578E-08  6.446E-06  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.040383  0.0000000E+00  0.0000000000E+00
 22  0.458574127086940E+07   14.951158  4.363162  4.481104  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.3522  4.481104   -7.884  0.824733  7.556005  0.5450306E+00  0.4412753E+00  5.3822150E-05  1.4636785E-05  8.0832047E-03  2.3764472E-04  9.3843895E-07  8.0195518E-10  1.8575875E-03  3.7653128E-08  6.202E-06  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.040808  0.0000000E+00  0.0000000000E+00
 23  0.476198124582239E+07   14.948835  4.367713  4.480458  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.3500  4.480458   -7.876  0.825412  7.557107  0.5367410E+00  0.4495666E+00  5.4228347E-05  1.4751184E-05  8.0942958E-03  2.2435059E-04  8.7056170E-07  7.5465358E-10  1.8567542E-03  4.1461664E-08  5.963E-06  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.041244  0.0000000E+00  0.0000000000E+00
 24  0.493253606029302E+07   14.946545  4.372210  4.479741  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.3475  4.479741   -7.868  0.826095  7.557940  0.5285166E+00  0.4577924E+00  5.4441843E-05  1.4808549E-05  8.1037382E-03  2.1324996E-04  8.2179199E-07  7.1625530E-10  1.8559234E-03  4.5383115E-08  5.743E-06  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.041680  0.0000000E+00  0.0000000000E+00
 25  0.509882700440189E+07   14.944273  4.376521  4.479051  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.3446  4.479051   -7.861  0.826800  7.558906  0.5203577E+00  0.4659525E+00  5.4644289E-05  1.4864131E-05  8.1115965E-03  2.0396978E-04  7.8037600E-07  6.8389673E-10  1.8550952E-03  4.9515437E-08  5.532E-06  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.042102  0.0000000E+00  0.0000000000E+00
 26  0.526085407814899E+07   14.942018  4.381085  4.478441  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.3427  4.478441   -7.853  0.827973  7.560155  0.5121550E+00  0.4741561E+00  5.4880636E-05  1.4927183E-05  8.1181971E-03  1.9606801E-04  7.4386232E-07  6.5620203E-10  1.8542564E-03  5.4909789E-08  5.339E-06  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.042553  0.0000000E+00  0.0000000000E+00
 27  0.541691173338963E+07   14.939807  4.385297  4.477838  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.3399  4.477838   -7.845  0.828928  7.561479  0.5040486E+00  0.4822634E+00  5.5277993E-05  1.5039831E-05  8.1234433E-03  1.8943993E-04  7.0566033E-07  6.3175086E-10  1.8534220E-03  6.1009772E-08  5.160E-06  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.042974  0.0000000E+00  0.0000000000E+00
 28  0.557041106641320E+07   14.937594  4.389631  4.477038  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.3379  4.477038   -7.838  0.829832  7.562341  0.4958751E+00  0.4904376E+00  5.5451949E-05  1.5088274E-05  8.1281838E-03  1.8375510E-04  6.7965131E-07  6.1162828E-10  1.8525747E-03  6.7334165E-08  4.989E-06  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.043412  0.0000000E+00  0.0000000000E+00
 29  0.572007291611119E+07   14.935398  4.394012  4.476279  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.3352  4.476279   -7.830  0.830873  7.563341  0.4877058E+00  0.4986074E+00  5.5653604E-05  1.5142367E-05  8.1321270E-03  1.7893468E-04  6.5694855E-07  5.9473124E-10  1.8517231E-03  7.3400771E-08  4.826E-06  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.043858  0.0000000E+00  0.0000000000E+00
 30  0.586973476580918E+07   14.933164  4.398249  4.475534  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.3326  4.475534   -7.822  0.831930  7.564484  0.4793766E+00  0.5069371E+00  5.5862379E-05  1.5199357E-05  8.1354960E-03  1.7475546E-04  6.3624575E-07  5.7966784E-10  1.8508492E-03  8.0518368E-08  4.663E-06  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.044295  0.0000000E+00  0.0000000000E+00
 31  0.601172164885599E+07   14.931007  4.402629  4.474675  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.3306  4.474675   -7.815  0.833035  7.565392  0.4712764E+00  0.5150377E+00  5.6229918E-05  1.5302709E-05  8.1380114E-03  1.7128510E-04  6.1344725E-07  5.6672015E-10  1.8499939E-03  8.8053284E-08  4.512E-06  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.044750  0.0000000E+00  0.0000000000E+00
 32  0.615332478357023E+07   14.928818  4.406787  4.473797  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.3280  4.473797   -7.807  0.834015  7.566329  0.4630559E+00  0.5232585E+00  5.6408433E-05  1.5351971E-05  8.1404020E-03  1.6826897E-04  5.9806367E-07  5.5562861E-10  1.8491209E-03  9.6097434E-08  4.361E-06  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.045187  0.0000000E+00  0.0000000000E+00
 33  0.629147418329144E+07   14.926646  4.411088  4.472893  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.3257  4.472893   -7.800  0.835228  7.567273  0.4548560E+00  0.5314587E+00  5.6599345E-05  1.5403221E-05  8.1423937E-03  1.6568797E-04  5.8455401E-07  5.4631208E-10  1.8482448E-03  1.0455459E-07  4.216E-06  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.045644  0.0000000E+00  0.0000000000E+00
 34  0.642616984801963E+07   14.924493  4.415145  4.471978  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.3232  4.471978   -7.793  0.836269  7.568199  0.4467276E+00  0.5395874E+00  5.6770799E-05  1.5450904E-05  8.1440795E-03  1.6348531E-04  5.7262383E-07  5.3812678E-10  1.8473712E-03  1.1334959E-07  4.073E-06  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.046079  0.0000000E+00  0.0000000000E+00
 35  0.655741177775478E+07   14.922359  4.419357  4.471014  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.3211  4.471014   -7.785  0.837550  7.569104  0.4386405E+00  0.5476747E+00  5.6952362E-05  1.5499856E-05  8.1454851E-03  1.6158685E-04  5.6194747E-07  5.3114975E-10  1.8464969E-03  1.2277310E-07  3.936E-06  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.046535  0.0000000E+00  0.0000000000E+00
 36  0.668865370748993E+07   14.920189  4.423482  4.470008  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.3191  4.470008   -7.778  0.838801  7.570044  0.4304341E+00  0.5558813E+00  5.7124026E-05  1.5547695E-05  8.1467072E-03  1.5991170E-04  5.5209185E-07  5.2474480E-10  1.8456045E-03  1.3303555E-07  3.798E-06  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.046986  0.0000000E+00  0.0000000000E+00
 37  0.681782339622926E+07   14.918017  4.427631  4.468957  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.3164  4.468957   -7.771  0.840003  7.570960  0.4221815E+00  0.5641340E+00  5.7493315E-05  1.5652110E-05  8.1474669E-03  1.5843614E-04  5.3790199E-07  5.1841828E-10  1.8447015E-03  1.4488607E-07  3.664E-06  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.047443  0.0000000E+00  0.0000000000E+00
 38  0.694526621747208E+07   14.915839  4.431854  4.467896  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.3141  4.467896   -7.763  0.841464  7.571923  0.4139151E+00  0.5724006E+00  5.7693335E-05  1.5705343E-05  8.1483211E-03  1.5713578E-04  5.2945458E-07  5.1349593E-10  1.8437916E-03  1.5734005E-07  3.533E-06  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.047914  0.0000000E+00  0.0000000000E+00
 39  0.706649231572744E+07   14.913732  4.435742  4.466849  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.3118  4.466849   -7.757  0.842722  7.572840  0.4058975E+00  0.5804183E+00  5.7854765E-05  1.5751261E-05  8.1490686E-03  1.5601690E-04  5.2194226E-07  5.0890292E-10  1.8429036E-03  1.7010826E-07  3.409E-06  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.048352  0.0000000E+00  0.0000000000E+00
 40  0.719082677547652E+07   14.911535  4.439958  4.465731  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.3096  4.465731   -7.749  0.844308  7.573840  0.3975311E+00  0.5887847E+00  5.8062814E-05  1.5806669E-05  8.1496863E-03  1.5497277E-04  5.1436855E-07  5.0481619E-10  1.8419712E-03  1.8463107E-07  3.283E-06  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.048831  0.0000000E+00  0.0000000000E+00
